"","enrolID","startaar","startsn","Uddannelse","startramme","Ramme_kode","startstudordna","Studieordningskode","startfak","slutramme","slutsn","slutfak","NU","Norm tid","Norm+1 aar","statussn","udmeldsn","fradatosn","slutdatosn","stype","startMonth","yearOfEnrolment","EndSemester","SPV","1_T_atnBy","1_T_atpIn","1_NT_atnBy","1_NT_atpIn","1_El_atnBy","1_El_atpIn","1_Pr_atnBy","1_Pr_atpIn","2_T_atnBy","2_T_atpIn","2_NT_atnBy","2_NT_atpIn","2_El_atnBy","2_El_atpIn","2_Pr_atnBy","2_Pr_atpIn","3_T_atnBy","3_T_atpIn","3_NT_atnBy","3_NT_atpIn","3_El_atnBy","3_El_atpIn","3_Pr_atnBy","3_Pr_atpIn","4_T_atnBy","4_T_atpIn","4_NT_atnBy","4_NT_atpIn","4_El_atnBy","4_El_atpIn","4_Pr_atnBy","4_Pr_atpIn","5_T_atnBy","5_T_atpIn","5_NT_atnBy","5_NT_atpIn","5_El_atnBy","5_El_atpIn","5_Pr_atnBy","5_Pr_atpIn","6_T_atnBy","6_T_atpIn","6_NT_atnBy","6_NT_atpIn","6_El_atnBy","6_El_atpIn","6_Pr_atnBy","6_Pr_atpIn","7_T_atnBy","7_T_atpIn","7_NT_atnBy","7_NT_atpIn","7_El_atnBy","7_El_atpIn","7_Pr_atnBy","7_Pr_atpIn","8_T_atnBy","8_T_atpIn","8_NT_atnBy","8_NT_atpIn","8_El_atnBy","8_El_atpIn","8_Pr_atnBy","8_Pr_atpIn","9_T_atnBy","9_T_atpIn","9_NT_atnBy","9_NT_atpIn","9_El_atnBy","9_El_atpIn","9_Pr_atnBy","9_Pr_atpIn","10_T_atnBy","10_T_atpIn","10_NT_atnBy","10_NT_atpIn","10_El_atnBy","10_El_atpIn","10_Pr_atnBy","10_Pr_atpIn","1_El_nom","1_NT_nom","1_Pr_nom","1_T_nom","2_El_nom","2_NT_nom","2_Pr_nom","2_T_nom","3_El_nom","3_NT_nom","3_Pr_nom","3_T_nom","4_El_nom","4_NT_nom","4_Pr_nom","4_T_nom","5_El_nom","5_NT_nom","5_Pr_nom","5_T_nom","6_El_nom","6_NT_nom","6_Pr_nom","6_T_nom","1_El_mGPA","1_NT_mGPA","1_Pr_mGPA","1_T_mGPA","2_El_mGPA","2_NT_mGPA","2_Pr_mGPA","2_T_mGPA","3_El_mGPA","3_NT_mGPA","3_Pr_mGPA","3_T_mGPA","4_El_mGPA","4_NT_mGPA","4_Pr_mGPA","4_T_mGPA","5_El_mGPA","5_NT_mGPA","5_Pr_mGPA","5_T_mGPA","6_El_mGPA","6_NT_mGPA","6_Pr_mGPA","6_T_mGPA","7_El_mGPA","7_NT_mGPA","7_Pr_mGPA","7_T_mGPA","8_El_mGPA","8_NT_mGPA","8_Pr_mGPA","8_T_mGPA","9_El_mGPA","9_NT_mGPA","9_Pr_mGPA","9_T_mGPA","10_El_mGPA","10_NT_mGPA","10_Pr_mGPA","10_T_mGPA","priop","UDD_KODE","kvotient","kvote","land","Campus"
"21",1500,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","1.-2. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2012-09-01,2012-11-28,"bachelor",9,2012,1,"BSc2010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.prio",25315,6.8,1,"Danmark","Kbh."
"22",1108,2010,"Medieteknologi","Medialogi","Bacheloruddannelse (NAT) Medialogi","NJM1604O","1.-2. semester Medialogi",NA,"TEK-NAT","Bacheloruddannelse - BSc Medialogi","Medieteknologi","TEK-NAT","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2010-09-01,2010-12-09,"bachelor",9,2010,1,"BSc2010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.prio",25315,6.8,1,"Danmark","Kbh."
"23",394,2014,"Medieteknologi","Medialogi","Kandidatuddannelse - NAT Medialogi","NJM7014O","2.-4. semester Medialogi","NJI80141","TEK-NAT","","","","7.KANDIDAT","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2014-09-01,2016-06-24,"kandidat",9,2014,4,"MSc2011",0,0,0,0,0,0,15,15,0,0,5,5,10,10,30,15,5,5,10,5,15,5,30,0,5,0,10,0,15,0,60,30,5,0,10,0,15,0,60,0,5,0,10,0,15,0,60,0,5,0,10,0,15,0,60,0,5,0,10,0,15,0,60,0,5,0,10,0,15,0,60,0,5,0,10,0,15,0,60,0,5.000000001,5,15,5,15.000000001,10,30,5,15.000000001,10,30,5,15.000000001,10,60,5,15.000000001,10,60,5,15.000000001,10,60,5,0,0,10,0,7,7,8.5,0,7,7,8.5,10,7,7,9.66666666666667,10,7,7,9.66666666666667,10,7,7,9.66666666666667,10,7,7,9.66666666666667,10,7,7,9.66666666666667,10,7,7,9.66666666666667,10,7,7,9.66666666666667,10,"2. <af>vrige",25317,8.6,1,"Danmark","Aalborg"
"24",1440,2011,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2011-09-01,2014-07-25,"bachelor",9,2011,6,"BSc2010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,10,10,0,0,10,10,10,15,15,5,0,0,25,15,15,5,25,10,0,0,40,15,30,15,30,5,0,0,60,20,30,0,30,0,0,0,60,0,30,0,30,0,0,0,60,0,30,0,30,0,0,0,60,0,30,0,30,0,0,0,60,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,0,0,NA,0,0,0,NA,7,7,0,NA,7,4.5,0.8,NA,5.5,6.33333333333333,1,NA,5.5,7.25,3.11111111111111,NA,5.5,7.25,3.11111111111111,NA,5.5,7.25,3.11111111111111,NA,5.5,7.25,3.11111111111111,NA,5.5,7.25,3.11111111111111,"2. <af>vrige",25317,8.6,1,"Danmark","Aalborg"
"25",1846,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","Bacheloruddannelse - BSc Informatik","Datalogi","TEK-NAT","3.Frafald, nyt SN","Norm Afb (nyt SN)","Norm+ Afb (nyt SN)","afbrudt","Afbrudt af den studerende",2012-09-01,2013-11-26,"bachelor",9,2012,3,"BSc2010",0,5,0,5,0,0,10,10,5,10,5,10,0,0,25,15,5,0,5,0,0,0,25,0,5,0,5,0,0,0,25,0,5,0,5,0,0,0,25,0,5,0,5,0,0,0,25,0,5,0,5,0,0,0,25,0,5,0,5,0,0,0,25,0,5,0,5,0,0,0,25,0,5,0,5,0,0,0,25,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,-5,2,-5,NA,-5,7,-2.25,NA,-5,7,-2.25,NA,-5,7,-2.25,NA,-5,7,-2.25,NA,-5,7,-2.25,NA,-5,7,-2.25,NA,-5,7,-2.25,NA,-5,7,-2.25,NA,-5,7,-2.25,"1.prio",25317,4.3,1,"Danmark","Aalborg"
"26",1899,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","1.-2. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af institutionen",2013-09-01,2014-01-31,"bachelor",9,2013,1,"BSc2010",0,0,0,0,0,0,15,15,0,0,0,0,0,0,15,0,0,5,0,10,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,4,0,NA,0,4,0,NA,-5,4,-5,NA,-5,4,-5,NA,-5,4,-5,NA,-5,4,-5,NA,-5,4,-5,NA,-5,4,-5,NA,-5,4,-5,NA,-5,4,-5,"1.prio",25317,2.6,1,"Danmark","Aalborg"
"27",1754,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2012-09-01,2015-06-25,"bachelor",9,2012,6,"BSc2010",5,5,10,10,0,0,10,10,15,10,15,5,0,0,25,15,20,5,20,5,0,0,35,10,35,15,25,5,0,0,50,15,40,5,40,15,0,0,65,15,45,5,45,5,0,0,85,20,45,0,45,0,0,0,85,0,45,0,45,0,0,0,85,0,45,0,45,0,0,0,85,0,45,0,45,0,0,0,85,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,10,10,4,NA,10,11,6,NA,10,10.6666666666667,6,NA,10,9.75,5.5,NA,8,9.8,5.71428571428571,NA,8,10.1666666666667,5.875,NA,8,10.1666666666667,5.875,NA,8,10.1666666666667,5.875,NA,8,10.1666666666667,5.875,NA,8,10.1666666666667,5.875,"1.prio",25317,9.6,1,"Danmark","Aalborg"
"28",1560,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2012-09-01,2013-07-02,"bachelor",9,2012,2,"BSc2010",5,5,5,10,0,0,10,10,15,10,15,10,0,0,10,0,15,0,15,0,0,0,10,0,15,0,15,0,0,0,10,0,15,0,15,0,0,0,10,0,15,0,15,0,0,0,10,0,15,0,15,0,0,0,10,0,15,0,15,0,0,0,10,0,15,0,15,0,0,0,10,0,15,0,15,0,0,0,10,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,2,4,NA,2,2,5,NA,2,2,5,NA,2,2,5,NA,2,2,5,NA,2,2,5,NA,2,2,5,NA,2,2,5,NA,2,2,5,NA,2,2,5,"1.prio",26520,7,1,"Danmark","Esbjerg"
"29",470,2015,"Medieteknologi","Medialogi","Kandidatuddannelse - NAT Medialogi","NJM7014O","2.-4. semester Medialogi","NJS80141","TEK-NAT","","","","7.KANDIDAT","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2015-09-01,2017-06-15,"kandidat",9,2015,4,"MSc2011",0,0,5,5,0,0,15,15,0,0,10,5,10,10,30,15,5,5,10,0,15,5,30,0,5,0,10,0,15,0,60,30,5,0,10,0,15,0,60,0,5,0,10,0,15,0,60,0,5,0,10,0,15,0,60,0,5,0,10,0,15,0,60,0,5,0,10,0,15,0,60,0,5,0,10,0,15,0,60,0,5.000000001,5,15,5,15.000000001,10,30,5,15.000000001,10,30,5,15.000000001,10,60,5,15.000000001,10,60,5,15.000000001,10,60,5,0,10,12,0,NA,8.5,9.5,0,NA,8.5,9.5,2,NA,8.5,9.66666666666667,2,NA,8.5,9.66666666666667,2,NA,8.5,9.66666666666667,2,NA,8.5,9.66666666666667,2,NA,8.5,9.66666666666667,2,NA,8.5,9.66666666666667,2,NA,8.5,9.66666666666667,2,"1.prio",25317,5.1,1,"Danmark","Aalborg"
"30",368,2014,"Medieteknologi","Medialogi","Kandidatuddannelse - NAT Medialogi","NJM7014O","1. semester Medialogi","NJM77112","TEK-NAT","Kandidatuddannelse - NAT Medialogi","Medieteknologi","TEK-NAT","7.KANDIDAT","Norm Aktiv","Norm+ Gnf.","afslutte","Afsluttet",2014-09-01,2017-06-15,"kandidat",9,2014,6,"MSc2011",0,0,0,0,5,5,15,15,0,0,0,0,5,0,15,0,5,5,5,5,5,0,15,0,5,0,10,5,10,10,30,15,5,0,10,0,10,0,30,0,5,0,10,0,15,5,60,30,5,0,10,0,15,0,60,0,5,0,10,0,15,0,60,0,5,0,10,0,15,0,60,0,5,0,10,0,15,0,60,0,5.000000001,5,15,5,15.000000001,10,30,5,15.000000001,10,30,5,15.000000001,10,60,5,15.000000001,10,60,5,15.000000001,10,60,5,NA,0,4,0,NA,0,4,0,NA,2,4,4,4,3,5.5,4,4,3,5.5,4,4,3,7,4,4,3,7,4,4,3,7,4,4,3,7,4,4,3,7,4,"1.prio",25317,5,1,"Danmark","Aalborg"
"31",1382,2011,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Aktiv","Norm+ Gnf.","afslutte","Afsluttet",2011-09-01,2015-08-24,"bachelor",9,2011,8,"BSc2010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,10,0,0,10,10,10,15,15,10,0,0,25,15,15,5,25,10,0,0,40,15,20,10,30,5,0,0,60,20,20,0,30,0,0,0,60,0,30,10,30,0,0,0,60,0,30,0,30,0,0,0,60,0,30,0,30,0,0,0,60,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,0,0,NA,0,0,0,NA,0,7,0,NA,3.5,5.5,0.333333333333333,NA,4.66666666666667,6,0.857142857142857,NA,4.66666666666667,7.5,1.11111111111111,NA,4.66666666666667,7.5,1.11111111111111,NA,4.66666666666667,7.5,1.5,NA,4.66666666666667,7.5,1.5,NA,4.66666666666667,7.5,1.5,"1.prio",25317,5,1,"Danmark","Aalborg"
"32",1301,2011,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af institutionen",2011-09-01,2012-09-17,"bachelor",9,2011,3,"BSc2010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.prio",25317,4.4,1,"Danmark","Aalborg"
"33",1263,2011,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","1.-2. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af institutionen",2011-09-01,2013-11-12,"bachelor",9,2011,5,"BSc2010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.prio",25317,3.6,1,"Danmark","Aalborg"
"34",467,2015,"Medieteknologi","Medialogi","Kandidatuddannelse - NAT Medialogi","NJM7014O","2.-4. semester Medialogi","NJS80141","TEK-NAT","","","","7.KANDIDAT","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2015-09-01,2016-06-24,"kandidat",9,2015,2,"MSc2011",0,5,0,0,0,0,0,0,5,5,0,0,0,0,30,30,5,0,0,0,5,5,30,0,5,0,0,0,5,0,30,0,5,0,0,0,5,0,30,0,5,0,0,0,5,0,30,0,5,0,0,0,5,0,30,0,5,0,0,0,5,0,30,0,5,0,0,0,5,0,30,0,5,0,0,0,5,0,30,0,5.000000001,5,15,5,15.000000001,10,30,5,15.000000001,10,30,5,15.000000001,10,60,5,15.000000001,10,60,5,15.000000001,10,60,5,0,NA,0,-4,0,NA,7,0,NA,NA,7,0,NA,NA,7,0,NA,NA,7,0,NA,NA,7,0,NA,NA,7,0,NA,NA,7,0,NA,NA,7,0,NA,NA,7,0,"1.prio",25317,6.4,1,"Danmark","Aalborg"
"35",1383,2011,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Aktiv","Norm+ Gnf.","afslutte","Afsluttet",2011-09-01,2015-08-24,"bachelor",9,2011,8,"BSc2010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,10,0,0,10,10,10,15,15,10,0,0,25,15,15,10,25,10,0,0,40,15,30,25,30,5,0,0,60,20,30,5,30,0,0,0,60,0,40,10,30,0,0,0,60,0,40,0,30,0,0,0,60,0,40,0,30,0,0,0,60,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,0,0,NA,0,0,0,NA,0,10,2,NA,2,7,-0.666666666666667,NA,0.25,7,-1.28571428571429,NA,0.25,7,0.285714285714286,NA,0.25,7,0.0666666666666667,NA,0.25,7,0.411764705882353,NA,0.25,7,0.411764705882353,NA,0.25,7,0.411764705882353,"1.prio",25317,6.4,1,"Danmark","Aalborg"
"36",1480,2011,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","Bacheloruddannelse - BSc Informationsteknologi","Datalogi","TEK-NAT","6. BAC.","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2011-09-01,2014-07-25,"bachelor",9,2011,6,"BSc2010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,0,0,10,10,20,10,15,5,0,0,25,15,25,5,25,10,0,0,40,15,30,5,30,5,0,0,60,20,30,0,30,0,0,0,60,0,30,0,30,0,0,0,60,0,30,0,30,0,0,0,60,0,30,0,30,0,0,0,60,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,0,0,NA,0,0,0,NA,4,12,10,NA,4,9.5,10.6666666666667,NA,8,10.3333333333333,10.5,NA,8,10.25,10.4,NA,8,10.25,10.4,NA,8,10.25,10.4,NA,8,10.25,10.4,NA,8,10.25,10.4,"1.prio",25317,10.3,1,"Danmark","Aalborg"
"37",384,2014,"Medieteknologi","Medialogi","Kandidatuddannelse - NAT Medialogi","NJM7014O","2.-4. semester Medialogi","NJI80141","TEK-NAT","","","","7.KANDIDAT","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2014-09-01,2016-06-15,"kandidat",9,2014,4,"MSc2011",0,0,0,0,0,0,15,15,0,0,5,5,10,10,30,15,5,5,10,5,15,5,30,0,5,0,10,0,15,0,60,30,5,0,10,0,15,0,60,0,5,0,10,0,15,0,60,0,5,0,10,0,15,0,60,0,5,0,10,0,15,0,60,0,5,0,10,0,15,0,60,0,5,0,10,0,15,0,60,0,5.000000001,5,15,5,15.000000001,10,30,5,15.000000001,10,30,5,15.000000001,10,60,5,15.000000001,10,60,5,15.000000001,10,60,5,0,0,10,0,12,7,10,0,12,7,10,12,12,7,10,12,12,7,10,12,12,7,10,12,12,7,10,12,12,7,10,12,12,7,10,12,12,7,10,12,"1.prio",25317,10.3,1,"Danmark","Aalborg"
"38",1314,2011,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","2.Frafald > 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2011-09-01,2013-06-06,"bachelor",9,2011,4,"BSc2010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,10,0,0,10,10,10,5,15,10,0,0,10,0,10,0,15,0,0,0,10,0,10,0,15,0,0,0,10,0,10,0,15,0,0,0,10,0,10,0,15,0,0,0,10,0,10,0,15,0,0,0,10,0,10,0,15,0,0,0,10,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,0,0,NA,0,0,0,NA,0,7,0,NA,2,7,1,NA,2,7,1,NA,2,7,1,NA,2,7,1,NA,2,7,1,NA,2,7,1,NA,2,7,1,"1.prio",25317,4.6,1,"Danmark","Aalborg"
"39",1441,2011,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2011-09-01,2014-07-25,"bachelor",9,2011,6,"BSc2010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,0,0,10,10,20,10,15,5,0,0,25,15,25,5,25,10,0,0,40,15,30,5,30,5,0,0,60,20,30,0,30,0,0,0,60,0,30,0,30,0,0,0,60,0,30,0,30,0,0,0,60,0,30,0,30,0,0,0,60,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,0,0,NA,0,0,0,NA,4,10,10,NA,4,8.5,9.66666666666667,NA,4,7,9.75,NA,4,7.75,10.2,NA,4,7.75,10.2,NA,4,7.75,10.2,NA,4,7.75,10.2,NA,4,7.75,10.2,"1.prio",25317,4.9,1,"Danmark","Aalborg"
"40",386,2014,"Medieteknologi","Medialogi","Kandidatuddannelse - NAT Medialogi","NJM7014O","2.-4. semester Medialogi","NJI80141","TEK-NAT","","","","7.KANDIDAT","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2014-09-01,2016-06-21,"kandidat",9,2014,4,"MSc2011",0,0,0,0,5,5,15,15,0,0,5,5,15,10,30,15,5,5,10,5,15,0,30,0,5,0,10,0,15,0,60,30,5,0,10,0,15,0,60,0,5,0,10,0,15,0,60,0,5,0,10,0,15,0,60,0,5,0,10,0,15,0,60,0,5,0,10,0,15,0,60,0,5,0,10,0,15,0,60,0,5.000000001,5,15,5,15.000000001,10,30,5,15.000000001,10,30,5,15.000000001,10,60,5,15.000000001,10,60,5,15.000000001,10,60,5,NA,0,12,0,12,12,11,0,12,9.5,11,12,12,9.5,11.3333333333333,12,12,9.5,11.3333333333333,12,12,9.5,11.3333333333333,12,12,9.5,11.3333333333333,12,12,9.5,11.3333333333333,12,12,9.5,11.3333333333333,12,12,9.5,11.3333333333333,12,"1.prio",25317,10.6,1,"Danmark","Aalborg"
"41",1442,2011,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2011-09-01,2014-07-25,"bachelor",9,2011,6,"BSc2010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,0,0,10,10,20,10,15,5,0,0,25,15,25,5,25,10,0,0,40,15,30,5,30,5,0,0,60,20,30,0,30,0,0,0,60,0,30,0,30,0,0,0,60,0,30,0,30,0,0,0,60,0,30,0,30,0,0,0,60,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,0,0,NA,0,0,0,NA,10,10,12,NA,10,10,11.3333333333333,NA,10,10,11,NA,10,10.5,11.2,NA,10,10.5,11.2,NA,10,10.5,11.2,NA,10,10.5,11.2,NA,10,10.5,11.2,"1.prio",25317,10.6,1,"Danmark","Aalborg"
"42",1315,2011,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","2.Frafald > 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2011-09-01,2013-06-21,"bachelor",9,2011,4,"BSc2010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,10,10,5,15,15,5,0,0,10,0,5,0,15,0,0,0,10,0,5,0,15,0,0,0,10,0,5,0,15,0,0,0,10,0,5,0,15,0,0,0,10,0,5,0,15,0,0,0,10,0,5,0,15,0,0,0,10,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,0,0,NA,0,0,0,NA,7,4,-3,NA,7,4,-2,NA,7,4,-2,NA,7,4,-2,NA,7,4,-2,NA,7,4,-2,NA,7,4,-2,NA,7,4,-2,"1.prio",25317,7.5,1,"Danmark","Aalborg"
"43",380,2014,"Medieteknologi","Medialogi","Kandidatuddannelse - NAT Medialogi","NJM7014O","2.-4. semester Medialogi","NJC80141","TEK-NAT","","","","7.KANDIDAT","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2014-09-01,2016-06-24,"kandidat",9,2014,4,"MSc2011",0,0,0,0,5,5,15,15,0,0,5,5,15,10,30,15,5,5,10,5,15,0,30,0,5,0,10,0,15,0,60,30,5,0,10,0,15,0,60,0,5,0,10,0,15,0,60,0,5,0,10,0,15,0,60,0,5,0,10,0,15,0,60,0,5,0,10,0,15,0,60,0,5,0,10,0,15,0,60,0,5.000000001,5,15,5,15.000000001,10,30,5,15.000000001,10,30,5,15.000000001,10,60,5,15.000000001,10,60,5,15.000000001,10,60,5,NA,0,10,0,4,10,10,0,4,10,10,7,4,10,10.6666666666667,7,4,10,10.6666666666667,7,4,10,10.6666666666667,7,4,10,10.6666666666667,7,4,10,10.6666666666667,7,4,10,10.6666666666667,7,4,10,10.6666666666667,7,"1.prio",25317,5.8,1,"Danmark","Aalborg"
